type,time,total_objects,total_collision_probability,mean_pc,ecob,expected_max_loss,ssr_index,normalized_ssr_index
Su,24,3166.538012265176,0.4359228720869218,0.010898071802173045,1.1643956309906498,2286577180.389504,0.5075866877069076,1.6339494327100028
Su,25,3126.2715913897846,0.43376301184390786,0.010844075296097697,1.1599922466748884,2267806640.4161005,0.503161730633281,1.6197052527988203
Su,26,3096.730830709709,0.43433032981732944,0.010858258245433235,1.1573470259545853,2246207230.059666,0.5026709154959603,1.6181252919081721
Su,27,3105.828151913902,0.4362603408682264,0.01090650852170566,1.158277992058645,2246221097.8575406,0.5053107516356693,1.6266230694649695
Su,28,3137.490365281992,0.43687564370943055,0.010921891092735763,1.1604232865620858,2265571203.78748,0.5069606702922242,1.6319342482609986
Su,29,3155.8181345925937,0.4354139274712787,0.010885348186781968,1.1609772998412717,2282666638.9223185,0.5055056858288884,1.6272505733419234
Su,30,3144.8742069910995,0.4335828438240601,0.010839571095601502,1.159044159867697,2281935331.543866,0.5025416629531047,1.6177092208720514
Su,31,3121.1020360924053,0.4333476365860077,0.010833690914650192,1.15660254063574,2268229499.9526496,0.5012109774538699,1.613425671146954
Su,32,3110.847015642862,0.43466821738181616,0.010866705434545404,1.1558821793561782,2258464309.676712,0.5024252464041586,1.617334469605489
Su,33,3122.0041793490072,0.435764147190147,0.010894103679753676,1.1567307328589345,2259423692.742447,0.5040617813329074,1.6226025654464562
Su,34,3139.45679390731,0.4353282819183143,0.010883207047957857,1.1574630173448157,2267526079.4405737,0.5038763867247067,1.6220057700177473
Su,35,3144.516654536124,0.433928753933406,0.01084821884833515,1.1569997316438558,2272594450.6813865,0.5020554518535035,1.6161440806317515
Su,36,3134.40904286351,0.433158878715475,0.010828971967886875,1.155584807359241,2269223840.7459865,0.500551819416367,1.6113038052124673
